text,clean_text,label,binary_label
"Jika saya mendapat masukan positif dan negatif mengenai gerakan tarian saya, $saya cenderung berfokus pada masukan negatif saja dan menganggap masukan positif hanya sedikit kalimat untuk menenangkan dan penyemangat saja.$","jika saya mendapat masukan positif dan negatif mengenai gerakan tarian saya, $saya cenderung berfokus pada masukan negatif saja dan menganggap masukan positif hanya sedikit kalimat untuk menenangkan dan penyemangat saja.$",Mental filter,Ya
"Waktu SMA nilai $Matematika, Kimia, Biologi dan lainnya aku mendapat nilai A, sedangkan fisika aku kurang satu angka lagi untuk mendapat nilai A. Dan itu benar-benar membuatku mempermasalahkan diri sendiri$","waktu sma nilai $matematika, kimia, biologi dan lainnya aku mendapat nilai a, sedangkan fisika aku kurang satu angka lagi untuk mendapat nilai a. dan itu benar-benar membuatku mempermasalahkan diri sendiri$",Mental filter,Ya
Saya lulus di kampus Udayana merupakan suatu hal yang positif namun saya merasa banyak teman- teman yang masuk juga dan saya merasa itu lebih beruntung dari teman saya,saya lulus di kampus udayana merupakan suatu hal yang positif namun saya merasa banyak teman- teman yang masuk juga dan saya merasa itu lebih beruntung dari teman saya,No Distortion,Tidak
$Saat saya belajar bahasa inggris saya selalu berpikir bahwa saya akan selalu gagal$,$saat saya belajar bahasa inggris saya selalu berpikir bahwa saya akan selalu gagal$,Labeling,Ya
"Saya merasa bersalah saat adik saya meminta tolong kepada saya untuk membeli buku sekolah, padahal posisinya saya belum kerja tetap, bahkan uang jajan pun orang tua saya tidak memberikannya. Saya hanya punya suatu pekerjaan kecil yang hasilnya tidak seberapa. Harga buku tersebut lumayan mahal bagi saya. Namun, saya menolaknya karena saya merasa tidak sanggup membelikannya. Pada umumnya pun hal itu merupakan kewajiban orang tua saya, bukan kewajiban saya. Namun, saya merasa bersalah hingga detik ini karena tidak bisa membantunya.","saya merasa bersalah saat adik saya meminta tolong kepada saya untuk membeli buku sekolah, padahal posisinya saya belum kerja tetap, bahkan uang jajan pun orang tua saya tidak memberikannya. saya hanya punya suatu pekerjaan kecil yang hasilnya tidak seberapa. harga buku tersebut lumayan mahal bagi saya. namun, saya menolaknya karena saya merasa tidak sanggup membelikannya. pada umumnya pun hal itu merupakan kewajiban orang tua saya, bukan kewajiban saya. namun, saya merasa bersalah hingga detik ini karena tidak bisa membantunya.",Personalization and Blame,Ya
$Saya harus Bisa hadapi Masalah apa pun dalam hidup saya$,$saya harus bisa hadapi masalah apa pun dalam hidup saya$,Should statement,Ya
$Seharusnya saya bisa belajar lebih baik lagi$,$seharusnya saya bisa belajar lebih baik lagi$,Should statement,Ya
"Melakukan setiap tugas dengan baik karena memiliki banyak sumber dan benar-benar teliti dalam mengerjakan, namun ada beberapa teman sekelas yang hanyak copy paste malah mendapatkan nilai yang lebih bagus.","melakukan setiap tugas dengan baik karena memiliki banyak sumber dan benar-benar teliti dalam mengerjakan, namun ada beberapa teman sekelas yang hanyak copy paste malah mendapatkan nilai yang lebih bagus.",No Distortion,Tidak
Saya pernah marah hingga menangis karena seseorang tertawa di waktu yang salah sehingga $terdengar seperti ia sedang menertawakan saya.$,saya pernah marah hingga menangis karena seseorang tertawa di waktu yang salah sehingga $terdengar seperti ia sedang menertawakan saya.$,Mind Reading,Ya
ketika $saya tidak masuk ptn di Jawa$,ketika $saya tidak masuk ptn di jawa$,Labeling,Ya
Jadi saya pikir saya membuat kesalahan semester lalu.,jadi saya pikir saya membuat kesalahan semester lalu.,Magnification or Minimization,Ya
"Saat teman saya tertawa terbahak-bahak hingga membuat kita jadi pusat perhatian padahal hal itu tidak selucu itu, saya berfikir $""kenapa ini orang, sangat aneh sekali""$","saat teman saya tertawa terbahak-bahak hingga membuat kita jadi pusat perhatian padahal hal itu tidak selucu itu, saya berfikir $""kenapa ini orang, sangat aneh sekali""$",Labeling,Ya
"Saya pernah menyukai seseorang dan ini kejadiannya selalu saat saya jatuh cinta, saya selalu tidak pernah menjalin hubungan dengan orang yang saya suka, entah itu karena dia menyukai orang lain atau saya yang tidak bisa mendekatinya, sehingga pada saat ini saya merasa tidak ingin menjalin hubungan pada siapapun dan berujung trust issue, dengan berpikir $kalo saya jatuh cinta lagi, pasti endingnya akan sama lagi, sad ending.$","saya pernah menyukai seseorang dan ini kejadiannya selalu saat saya jatuh cinta, saya selalu tidak pernah menjalin hubungan dengan orang yang saya suka, entah itu karena dia menyukai orang lain atau saya yang tidak bisa mendekatinya, sehingga pada saat ini saya merasa tidak ingin menjalin hubungan pada siapapun dan berujung trust issue, dengan berpikir $kalo saya jatuh cinta lagi, pasti endingnya akan sama lagi, sad ending.$",Overgeneralization,Ya
"Saya pernah ikut lomba nyanyi dan $mendapat juara 1 tapi ada satu teman saya berkata ""padahal tadi suara kamu agak fals ya"" dan itu membuat saya kepikiran.$","saya pernah ikut lomba nyanyi dan $mendapat juara 1 tapi ada satu teman saya berkata ""padahal tadi suara kamu agak fals ya"" dan itu membuat saya kepikiran.$",Mental filter,Ya
"Pada saat lulus SMA, saya bermimpi menjadi psikolog atau dokter, di saat itu, saya mendaftar keduanya dan di kampus yang berbeda, pada kejadian itu saya berpikir bahwa apabila saya ditakdirkan untuk lolos kedokteran maka itulah adalah jalan Tuhan yang terbaik untuk saya dan begitu juga dengan psikologi, apabila Tuhan mentakdirkan saya untuk di lolos psikologi, maka itu adalah jalan terbaik-Nya. Jadi, $saya hanya memiliki dua opsi tersebut, entah itu jadi dokter atau psikolog dan tetapi, apabila tidak lolos keduanya, maka saya akan gap year pada saat itu. Jadi, saya hanya melihat dengan sukses-gagal.$","pada saat lulus sma, saya bermimpi menjadi psikolog atau dokter, di saat itu, saya mendaftar keduanya dan di kampus yang berbeda, pada kejadian itu saya berpikir bahwa apabila saya ditakdirkan untuk lolos kedokteran maka itulah adalah jalan tuhan yang terbaik untuk saya dan begitu juga dengan psikologi, apabila tuhan mentakdirkan saya untuk di lolos psikologi, maka itu adalah jalan terbaik-nya. jadi, $saya hanya memiliki dua opsi tersebut, entah itu jadi dokter atau psikolog dan tetapi, apabila tidak lolos keduanya, maka saya akan gap year pada saat itu. jadi, saya hanya melihat dengan sukses-gagal.$",All-or-nothing,Ya
"Saat lomba E-Sport di sekolah, kalah di final dan $saya merasa kalau saya penyebab kekalahan tersebut.$","saat lomba e-sport di sekolah, kalah di final dan $saya merasa kalau saya penyebab kekalahan tersebut.$",Personalization and Blame,Ya
"Setelah saya melakukan ujian,saya mengatakan pada diri saya""$harusnya saya menjawab pertanyaan dengan sungguh-sungguh$""","setelah saya melakukan ujian,saya mengatakan pada diri saya""$harusnya saya menjawab pertanyaan dengan sungguh-sungguh$""",Should statement,Ya
"Saya pernah mengalami kejadian pada saat itu saya saling bertatapan pada teman saya tetapi waktu saya tersenyum kepadanya ia tidak ada respon apa apa, sehingga saya merasa mempunyai kesalahan pada teman saya yang membuat $saya berpikir negatif kepada teman saya$.","saya pernah mengalami kejadian pada saat itu saya saling bertatapan pada teman saya tetapi waktu saya tersenyum kepadanya ia tidak ada respon apa apa, sehingga saya merasa mempunyai kesalahan pada teman saya yang membuat $saya berpikir negatif kepada teman saya$.",Mind Reading,Ya
"$Saya pernah mendapatkan nilai rendah pada ujian tengah semester, sedangkan nilai ujian akhir semester saya bagus. Saya berpikir “aku melakukan kesalahan yang sangat besar dalam perkuliahanku”.$","$saya pernah mendapatkan nilai rendah pada ujian tengah semester, sedangkan nilai ujian akhir semester saya bagus. saya berpikir “aku melakukan kesalahan yang sangat besar dalam perkuliahanku”.$",Magnification or Minimization,Ya
"saya pernah mengalaminya, jadi waktu itu ketika saya sedang gabut saya ngechat lah wanita yg saya sukai, dengan long text ketika sudah di read otomatis saya seneng dan menunggu respon dia dengan bahagia, eh sampai berjam jam tidak di respon dan disitulah $saya merasa seperti aku bukan tipe nya yaa..$ 
ternyata tidak lama kemudian dia kn dan membalasnya, ternyata dia tidak membalas tadi di karenakan ketiduran.","saya pernah mengalaminya, jadi waktu itu ketika saya sedang gabut saya ngechat lah wanita yg saya sukai, dengan long text ketika sudah di read otomatis saya seneng dan menunggu respon dia dengan bahagia, eh sampai berjam jam tidak di respon dan disitulah $saya merasa seperti aku bukan tipe nya yaa..$ ternyata tidak lama kemudian dia kn dan membalasnya, ternyata dia tidak membalas tadi di karenakan ketiduran.",Mind Reading,Ya
"Saat saya jadi MC dalam suatu acara, saya sering kali mengatakan $seharusnya saya digantikan saja dengan orang lain biar acara tersebut bisa lebih seruu$","saat saya jadi mc dalam suatu acara, saya sering kali mengatakan $seharusnya saya digantikan saja dengan orang lain biar acara tersebut bisa lebih seruu$",Should statement,Ya
Saya pernah memanggil teman lama saya dari kejauhan tetapi dia mengabaikan $saya merasa dia sudah sombong$tertanyata dia lagi memakai headset,saya pernah memanggil teman lama saya dari kejauhan tetapi dia mengabaikan $saya merasa dia sudah sombong$tertanyata dia lagi memakai headset,Mind Reading,Ya
Saat akan mendaftar di salah satu PTN semua orang meyakinkan saya bahwa akan bisa lulus disana namun ada satu orang yang merendahkan dan mengatakan itu hal mustahil bagi saya untuk bisa kuliah di PTN tersebut namun nyatanya saya bisa lulus di PTN ini.,saat akan mendaftar di salah satu ptn semua orang meyakinkan saya bahwa akan bisa lulus disana namun ada satu orang yang merendahkan dan mengatakan itu hal mustahil bagi saya untuk bisa kuliah di ptn tersebut namun nyatanya saya bisa lulus di ptn ini.,No Distortion,Tidak
"Mobil saya yang dikendarai oleh ibu pernah di srempet orang pada saat mau keluar dari tempat parkir sehabis membeli dasi untuk PKKMB. Karena di srempet mobil saya di bagian depan cukup penyok dan saya tahu untuk biaya perbaikannnya pasti akan mahal ditambah lagi mobil saya adalah mobil lama (sedan) yang mana akan susah juga untuk mencari barang barang penggantinya. $Saya merasa kalau itu adalah salah saya, seandainya saja saya memilih untuk berjalan dan bukannya naik mobil, mobil saya pasti tidak akan rusak dan orang tua saya tidak perlu untuk mengeluarkan uang untuk memperbaikinya.$","mobil saya yang dikendarai oleh ibu pernah di srempet orang pada saat mau keluar dari tempat parkir sehabis membeli dasi untuk pkkmb. karena di srempet mobil saya di bagian depan cukup penyok dan saya tahu untuk biaya perbaikannnya pasti akan mahal ditambah lagi mobil saya adalah mobil lama (sedan) yang mana akan susah juga untuk mencari barang barang penggantinya. $saya merasa kalau itu adalah salah saya, seandainya saja saya memilih untuk berjalan dan bukannya naik mobil, mobil saya pasti tidak akan rusak dan orang tua saya tidak perlu untuk mengeluarkan uang untuk memperbaikinya.$",Personalization and Blame,Ya
"Cinlok di lokasi kkn, setelah kkn sudah tidak berkabar lagi","cinlok di lokasi kkn, setelah kkn sudah tidak berkabar lagi",No Distortion,Tidak
$Saya memberikan label ke diri saya sendiri dengan orang bodoh$ karena terkadang apa yang saya lakukan bahkan dengan usaha tetapi hasil yang saya dapatkan tidak memuaskan saya,$saya memberikan label ke diri saya sendiri dengan orang bodoh$ karena terkadang apa yang saya lakukan bahkan dengan usaha tetapi hasil yang saya dapatkan tidak memuaskan saya,Labeling,Ya
"saya pernah mengikuti suatu perlombaan ilmiah berkelompok, saya merupakan seorang yang ditunjuk sebagai ketua, ketika perlombaan tersebut telah mencapai tahap akhir yaitu presentasi, kelompok kami kalah. saat itu saya merasa saya lah yang gagal menjadi seorang ketua yang baik bagi kelompok saya.","saya pernah mengikuti suatu perlombaan ilmiah berkelompok, saya merupakan seorang yang ditunjuk sebagai ketua, ketika perlombaan tersebut telah mencapai tahap akhir yaitu presentasi, kelompok kami kalah. saat itu saya merasa saya lah yang gagal menjadi seorang ketua yang baik bagi kelompok saya.",Personalization and Blame,Ya
Saat banyak orang mengatakan saya rajin tapi ada seseorang yang mengatakan sebaliknya,saat banyak orang mengatakan saya rajin tapi ada seseorang yang mengatakan sebaliknya,No Distortion,Tidak
"Saya pernah mendapatkan rangking 2 saat kelas dua SD semester 1. Karena $biasanya saya selalu mendapatkan rangking 1 setiap semester, sampai sekarang saya merasa bahwa ranking 2 saya waktu itu adalah sebuah kesalahan yang sangat disayangkan. Sehingga saya tidak bisa mengakui diri saya sebagai yang selalu jadi nomor satu$","saya pernah mendapatkan rangking 2 saat kelas dua sd semester 1. karena $biasanya saya selalu mendapatkan rangking 1 setiap semester, sampai sekarang saya merasa bahwa ranking 2 saya waktu itu adalah sebuah kesalahan yang sangat disayangkan. sehingga saya tidak bisa mengakui diri saya sebagai yang selalu jadi nomor satu$",All-or-nothing,Ya
$Seharusnya saya menjadi jenius$,$seharusnya saya menjadi jenius$,Should statement,Ya
Untuk saya sendiri selalu optimis dengan apa yang akan datang adalah hal yang terbaik untuk selanjutnya dan jikapun hal yg di dapat tidak bagus itu akan memberikan pembelajaran sendiri bagi saya untuk lebih baik kedepannya,untuk saya sendiri selalu optimis dengan apa yang akan datang adalah hal yang terbaik untuk selanjutnya dan jikapun hal yg di dapat tidak bagus itu akan memberikan pembelajaran sendiri bagi saya untuk lebih baik kedepannya,No Distortion,Tidak
"Sejak SD, saya selalu mendapatkan nilai buruk di nilai matematika, alhasil ketika melanjutkan ke jenjang pendidikan lainnya saya selalu pesimis terhadap nilai matpel matematika saya","sejak sd, saya selalu mendapatkan nilai buruk di nilai matematika, alhasil ketika melanjutkan ke jenjang pendidikan lainnya saya selalu pesimis terhadap nilai matpel matematika saya",No Distortion,Tidak
Saya cukup sering mengungkit kejelekan orang lain sebagai candaan yang nantinya juga saya merasa tersinggung akan kejelekan yang saya lakukan juga.,saya cukup sering mengungkit kejelekan orang lain sebagai candaan yang nantinya juga saya merasa tersinggung akan kejelekan yang saya lakukan juga.,No Distortion,Tidak
"memecahkan gelas pada saat membersihkan dapur, selanjutnnya tidak akan mau ikut membersihkan dapur lagi.","memecahkan gelas pada saat membersihkan dapur, selanjutnnya tidak akan mau ikut membersihkan dapur lagi.",No Distortion,Tidak
"Motor aaya mengalami kerusakan di jalan.meskipun bapak saya membayar perbaikan nya,tetep saya saya merasa bersalah","motor aaya mengalami kerusakan di jalan.meskipun bapak saya membayar perbaikan nya,tetep saya saya merasa bersalah",Personalization and Blame,Ya
"Jika saya kesal dengan satu atau beberapa orang dalam waktu yang lama, saya cenderung memberikan mereka label negatif untuk mengingat kembali kekesalan apa yang saya pendam terhadap mereka. Walaupun saya sudah membicarakan dengan orang tersebut baik secara baik ataupun cekcok, saya terkadang tetap menempelkan label “negatif” pada orang tersebut.","jika saya kesal dengan satu atau beberapa orang dalam waktu yang lama, saya cenderung memberikan mereka label negatif untuk mengingat kembali kekesalan apa yang saya pendam terhadap mereka. walaupun saya sudah membicarakan dengan orang tersebut baik secara baik ataupun cekcok, saya terkadang tetap menempelkan label “negatif” pada orang tersebut.",No Distortion,Tidak
