text,clean_text,label,label_final,binary_label,label_merge
Ketika saat ujian matematika dulu saya mendapatkan nilai yang buruk untuk pertama kalinya. Walaupun saya sudah belajar dengan sangat tekun pada waktu itu. Padahal memang pada waktu itu soal yang di berikan memang terlalu sulit sehingga banyak siswa lain juga nilainya sangat rendah dan itu bukan sepenuhnya buruk.,ketika saat ujian matematika dulu saya mendapatkan nilai yang buruk untuk pertama kalinya. walaupun saya sudah belajar dengan sangat tekun pada waktu itu. padahal memang pada waktu itu soal yang di berikan memang terlalu sulit sehingga banyak siswa lain juga nilainya sangat rendah dan itu bukan sepenuhnya buruk.,Personalization and Blame,Personalization and Blame,Ya,Personalization and Blame → Ya
"Sejak saya masuk jurusan psikologi banyak sekali ‘keharusan-keharusan’ yang saya terima seperti “$km kan masuk jurusan psikologi, harusnya tau dong cara menjaga mental orang$” terlalu banyak yang berkomentar seperti itu sehingga menjadi beban bagai saya padahal saat itu saya pun belum mulai pembelajaran di kampus","sejak saya masuk jurusan psikologi banyak sekali ‘keharusan-keharusan’ yang saya terima seperti “$km kan masuk jurusan psikologi, harusnya tau dong cara menjaga mental orang$” terlalu banyak yang berkomentar seperti itu sehingga menjadi beban bagai saya padahal saat itu saya pun belum mulai pembelajaran di kampus",Should statement,Should statement,Ya,Should statement → Ya
"Saya dikatakan bodoh walau saya sudah mendapat juara 1 menulis hiragana, hal ini dikarenakan saya selalu menguap ketika sedang belajar. Semenjak itu saya selalu takut untuk memulai belajar bahasa Jepang dengan kakek saya. Saya selalu mendaoat stigma negatif dan selalu dibandingkan dengan murid""nya yang tentunya lebih unggul, jauh lebih unggul daripada saya.","saya dikatakan bodoh walau saya sudah mendapat juara 1 menulis hiragana, hal ini dikarenakan saya selalu menguap ketika sedang belajar. semenjak itu saya selalu takut untuk memulai belajar bahasa jepang dengan kakek saya. saya selalu mendaoat stigma negatif dan selalu dibandingkan dengan murid""nya yang tentunya lebih unggul, jauh lebih unggul daripada saya.",No Distortion,No Distortion,Tidak,No Distortion → Tidak
"$Saya pernah berpikiran bahwa jika saya saat kuliah nanti tidak di universitas negeri, maka saya merasa saya gagal atau tertinggal dari teman-teman saya yang lainnya.$","$saya pernah berpikiran bahwa jika saya saat kuliah nanti tidak di universitas negeri, maka saya merasa saya gagal atau tertinggal dari teman-teman saya yang lainnya.$",All-or-nothing,All-or-nothing,Ya,All-or-nothing → Ya
"Saat saya berpendapat, jarang ada yang memerhatikan pendapat saya. Sehingga sering kali saya malas memberikan pendapat.","saat saya berpendapat, jarang ada yang memerhatikan pendapat saya. sehingga sering kali saya malas memberikan pendapat.",No Distortion,No Distortion,Tidak,No Distortion → Tidak
"Saat ada penilaian terhadap presentasi kelompok. Semua sudah bekerja keras dalam mempersiapkan semuanya agar mendapatkan nilai yang terbaik tetapi saat saya presentasi terdapat kendala sinyal, sehingga mempengaruhi nilai kelompok.","saat ada penilaian terhadap presentasi kelompok. semua sudah bekerja keras dalam mempersiapkan semuanya agar mendapatkan nilai yang terbaik tetapi saat saya presentasi terdapat kendala sinyal, sehingga mempengaruhi nilai kelompok.",Personalization and Blame,Personalization and Blame,Ya,Personalization and Blame → Ya
"Saya sering melihat orang² melihat saya dengan jutek, $saya merasa mereka tidak menyukai saya padahal kita tidak pernah bertemu sebelumnya$.","saya sering melihat orang² melihat saya dengan jutek, $saya merasa mereka tidak menyukai saya padahal kita tidak pernah bertemu sebelumnya$.",Mind Reading,Jumping to Conclusions,Ya,Mind Reading → Ya
"Sewaktu UTS mata pelajaran PKWU di SMP saya pernah mendapatkan nilai yang jelek banget, bahkan menjadi yang terjelek di kelas. Nilai jelek itu karena saya engga tau kalau ada soal dibaliknya dan kebetulan akibat baru kembali dari Kalimantan paginya saya masih benar benar mengantuk dan kurang fokus saat mengerjakan. $Saat itu saya malu banget dan kecewa pada diri saya dan berpikiran kalau ranking sekolah saya pasti akan jelek banget dan teman - teman saya akan menjauhi saya.$","sewaktu uts mata pelajaran pkwu di smp saya pernah mendapatkan nilai yang jelek banget, bahkan menjadi yang terjelek di kelas. nilai jelek itu karena saya engga tau kalau ada soal dibaliknya dan kebetulan akibat baru kembali dari kalimantan paginya saya masih benar benar mengantuk dan kurang fokus saat mengerjakan. $saat itu saya malu banget dan kecewa pada diri saya dan berpikiran kalau ranking sekolah saya pasti akan jelek banget dan teman - teman saya akan menjauhi saya.$",Magnification or Minimization,Mental filter,Ya,Magnification or Minimization → Ya
setiap hidup pasti adanya suatu hal yang negatif dalam diri kita tapi bisa mengurangi hal negatif itu menjadi positif,setiap hidup pasti adanya suatu hal yang negatif dalam diri kita tapi bisa mengurangi hal negatif itu menjadi positif,No Distortion,No Distortion,Tidak,No Distortion → Tidak
"Bahkan ketika aku pulang sekolah, aku terus memikirkannya.","bahkan ketika aku pulang sekolah, aku terus memikirkannya.",Magnification or Minimization,Mental filter,Ya,Magnification or Minimization → Ya
"$saya pernah merasa melakukan kesalahan sangat besar ketika saya gagal menyelesaikan project magang saya yang hanya selesai 80%. padahal itu adalah angka yang cukup besar untuk progress suatu project besar$ yang dilaksanakan hanya dalam 1,5 bulan","$saya pernah merasa melakukan kesalahan sangat besar ketika saya gagal menyelesaikan project magang saya yang hanya selesai 80%. padahal itu adalah angka yang cukup besar untuk progress suatu project besar$ yang dilaksanakan hanya dalam 1,5 bulan",Magnification or Minimization,Mental filter,Ya,Magnification or Minimization → Ya
"Saya pernah cemburu ke kakak kelas SMP yang masih berteman sampai SMA dengan pacar saya. Waktu itu saya bertanya ke pacar saya kenapa kamu chat dia minta di add WA ?. Waktu itu jawaban pacar saya karena kakak kelasnya itu adalah temannya di SMP, terus si kakak kelas ini membuat status kalo dia ganti nomor baru makanya pacar saya minta di add. $Saya tetap tidak terima, karena pperasaan saya menganggap saya wajar cemburu.$","saya pernah cemburu ke kakak kelas smp yang masih berteman sampai sma dengan pacar saya. waktu itu saya bertanya ke pacar saya kenapa kamu chat dia minta di add wa ?. waktu itu jawaban pacar saya karena kakak kelasnya itu adalah temannya di smp, terus si kakak kelas ini membuat status kalo dia ganti nomor baru makanya pacar saya minta di add. $saya tetap tidak terima, karena pperasaan saya menganggap saya wajar cemburu.$",Emotional Reasoning,Personalization and Blame,Ya,Emotional Reasoning → Ya
"Peristiwanya ialah ketika saya memiliki teman yang terlalu pelit untuk dirinya maka saya seketika merasa bahwa teman tersebut tak akan membantu saya, karena untuk dirinya saja dia perhitungan.","peristiwanya ialah ketika saya memiliki teman yang terlalu pelit untuk dirinya maka saya seketika merasa bahwa teman tersebut tak akan membantu saya, karena untuk dirinya saja dia perhitungan.",No Distortion,No Distortion,Tidak,No Distortion → Tidak
Saya berpikir $saya orang yang tidak dapat bergaul karena gagal berbicara$ dengan orang baru,saya berpikir $saya orang yang tidak dapat bergaul karena gagal berbicara$ dengan orang baru,Labeling,All-or-nothing,Ya,Labeling → Ya
$Saya pernah merasa kalau setiap semester genap pasti nilai saya rendah$ sedangkan $saat semester ganjil ada peningkatan sedikit$,$saya pernah merasa kalau setiap semester genap pasti nilai saya rendah$ sedangkan $saat semester ganjil ada peningkatan sedikit$,Labeling,All-or-nothing,Ya,Labeling → Ya
Semua hasil yg kita lakukan adalah hasil usaha kita.,semua hasil yg kita lakukan adalah hasil usaha kita.,No Distortion,No Distortion,Tidak,No Distortion → Tidak
"saya mengabaikan,karena saya ingin mengdengar informasi","saya mengabaikan,karena saya ingin mengdengar informasi",No Distortion,No Distortion,Tidak,No Distortion → Tidak
Ketika sedang bermain game dan tim kalah $saya sering merasa itu kesalahan saya$,ketika sedang bermain game dan tim kalah $saya sering merasa itu kesalahan saya$,Personalization and Blame,Personalization and Blame,Ya,Personalization and Blame → Ya
$Seharusnya saya bisa masuk ke jurusan yang saya impikan dari dulu yaitu kedokteran gigi$. Seandainya saja saya dulu rajin belajar dan saya tidak terlalu memusingkan kemungkinan-kemungkinan yang masih belum terjadi jika tidak bisa membayar ukt dll. Itu yang jadi penyebab saya malas untuk semangat belajar. Seharusnya saya bisa juga menjadi guru jika tidak bisa menjadi dokter. Tapi saya tidak berani untuk mengambil keputusan.,$seharusnya saya bisa masuk ke jurusan yang saya impikan dari dulu yaitu kedokteran gigi$. seandainya saja saya dulu rajin belajar dan saya tidak terlalu memusingkan kemungkinan-kemungkinan yang masih belum terjadi jika tidak bisa membayar ukt dll. itu yang jadi penyebab saya malas untuk semangat belajar. seharusnya saya bisa juga menjadi guru jika tidak bisa menjadi dokter. tapi saya tidak berani untuk mengambil keputusan.,Should statement,Should statement,Ya,Should statement → Ya
Aku masih tidak terima karena emosiku mengira aku cemburu secara alami.,aku masih tidak terima karena emosiku mengira aku cemburu secara alami.,Emotional Reasoning,Personalization and Blame,Ya,Emotional Reasoning → Ya
"Saya mengikuti MBKM magang bersama teman saya ,mengurus berkas dan menjalani proses bersama namun teman saya saja yang masuk dalam magang,saya tidak tetapi saya ingin masuk juga .","saya mengikuti mbkm magang bersama teman saya ,mengurus berkas dan menjalani proses bersama namun teman saya saja yang masuk dalam magang,saya tidak tetapi saya ingin masuk juga .",No Distortion,No Distortion,Tidak,No Distortion → Tidak
"$Saya melihat diri saya sendiri sebagai tidak normal$, tapi padahal, normal itu apa juga?","$saya melihat diri saya sendiri sebagai tidak normal$, tapi padahal, normal itu apa juga?",Labeling,All-or-nothing,Ya,Labeling → Ya
"saat itu saya menjaqlani. $suatu hubungan dan pasangan saya selingkuh, sehingga saya berpikir sepertinya saya tidak cocok dalam hubungan percintaan$","saat itu saya menjaqlani. $suatu hubungan dan pasangan saya selingkuh, sehingga saya berpikir sepertinya saya tidak cocok dalam hubungan percintaan$",Overgeneralization,Jumping to Conclusions,Ya,Overgeneralization → Ya
"Ketika saya memiliki 3 adik saya masih kecil, dan $posisinya saya sedang kuliah dengan orang tua yg tidak lagi muda, disana saya berfikir "" Saya melakukan kesalahn , seharusnya saya bekerja, bukan kuliah""$","ketika saya memiliki 3 adik saya masih kecil, dan $posisinya saya sedang kuliah dengan orang tua yg tidak lagi muda, disana saya berfikir "" saya melakukan kesalahn , seharusnya saya bekerja, bukan kuliah""$",Personalization and Blame,Personalization and Blame,Ya,Personalization and Blame → Ya
"Saya pernah menjadi korban bullying dan bodyshaming di lingkungan tempat tinggal saya, bahkan hingga di bangku perkuliahan saat ini. Padahal saya tidak melakukan kesalahan apapun. Namun, saya berusaha semaksimal mungkin untuk menjadikan bully-an tersebut sebagai motivasi saya untuk melakukan hal yang lebih baik dan untuk melakukan perubahan yang baik.","saya pernah menjadi korban bullying dan bodyshaming di lingkungan tempat tinggal saya, bahkan hingga di bangku perkuliahan saat ini. padahal saya tidak melakukan kesalahan apapun. namun, saya berusaha semaksimal mungkin untuk menjadikan bully-an tersebut sebagai motivasi saya untuk melakukan hal yang lebih baik dan untuk melakukan perubahan yang baik.",No Distortion,No Distortion,Tidak,No Distortion → Tidak
Saya pernah merasa kecewa ketika mendapatkan nilai ujian B+ padahal saya sudah berusaha dan semaksimal mungkin di MK tersebut. Dan ternyata teman saya yang biasa aja mendapat nilai A.,saya pernah merasa kecewa ketika mendapatkan nilai ujian b+ padahal saya sudah berusaha dan semaksimal mungkin di mk tersebut. dan ternyata teman saya yang biasa aja mendapat nilai a.,No Distortion,No Distortion,Tidak,No Distortion → Tidak
"pernah saat teman saya yang selalu bermain dengan saya kemanapun itu tertiba tidak pernah bermain/bertemu dengan saya lagi, $saya merasa dia tidak ingin berteman dengan saya$ yang padahal teman saya sedang sibuk","pernah saat teman saya yang selalu bermain dengan saya kemanapun itu tertiba tidak pernah bermain/bertemu dengan saya lagi, $saya merasa dia tidak ingin berteman dengan saya$ yang padahal teman saya sedang sibuk",Mind Reading,Jumping to Conclusions,Ya,Mind Reading → Ya
"Saya berasal dari keluarga yang kurang mampu tapi saya punya cita cita yang besar saya ingin bisa kuliah agar bisa menjadi orang besar dikemudian hari. Tapi karena keinginan saya orang tua saya yang sudah renta harus bekerja lebih keras untuk mendapat uang dan $saya merasa menjadi beban keluarga dan karena saya orang tua saya harus berususah payah mencari uang.$ Kondisi itu membuat mereka tidak menikmati masa tuanya, makan makanan yang seadanya agar bisa menyisihkan uang untuk memenuhi kebutuhan kuliah saya, adik saya yang juga masih sekolah menjadi iri karena tidak mendapatkan fasilitas seperti yang saya dapatkan, kakak saya juga sering mengungkit -ungkit bahwa dia tidak sekolah untuk mencari uang sementara orang tua saya malah menyekolahkan saya. Akhirnya orang tua saya sering dibentak oleh mereka dan itu semua karena saya","saya berasal dari keluarga yang kurang mampu tapi saya punya cita cita yang besar saya ingin bisa kuliah agar bisa menjadi orang besar dikemudian hari. tapi karena keinginan saya orang tua saya yang sudah renta harus bekerja lebih keras untuk mendapat uang dan $saya merasa menjadi beban keluarga dan karena saya orang tua saya harus berususah payah mencari uang.$ kondisi itu membuat mereka tidak menikmati masa tuanya, makan makanan yang seadanya agar bisa menyisihkan uang untuk memenuhi kebutuhan kuliah saya, adik saya yang juga masih sekolah menjadi iri karena tidak mendapatkan fasilitas seperti yang saya dapatkan, kakak saya juga sering mengungkit -ungkit bahwa dia tidak sekolah untuk mencari uang sementara orang tua saya malah menyekolahkan saya. akhirnya orang tua saya sering dibentak oleh mereka dan itu semua karena saya",Personalization and Blame,Personalization and Blame,Ya,Personalization and Blame → Ya
"ketika saya mencoba surfing, ada perkataan dari saudara yang membuat saya down","ketika saya mencoba surfing, ada perkataan dari saudara yang membuat saya down",No Distortion,No Distortion,Tidak,No Distortion → Tidak
"Suatu kali, saya mengalami peristiwa ketika seorang teman dekat saya tiba-tiba mulai menghindari pertemuan dan komunikasi kami.$ Saya mulai menyimpulkan secara negatif bahwa dia mungkin telah bosan dengan pertemanan kami atau bahkan marah terhadap saya karena suatu alasan yang tidak saya ketahui.$","suatu kali, saya mengalami peristiwa ketika seorang teman dekat saya tiba-tiba mulai menghindari pertemuan dan komunikasi kami.$ saya mulai menyimpulkan secara negatif bahwa dia mungkin telah bosan dengan pertemanan kami atau bahkan marah terhadap saya karena suatu alasan yang tidak saya ketahui.$",Mind Reading,Jumping to Conclusions,Ya,Mind Reading → Ya
